,build_year,lat,lng,total_building,total_house,wy_fee
3066,2004,106.510619,29.596372,14,227,0.0
3067,2008,106.499116,29.595127,5,2142,0.0
3068,2010,106.50373,29.608701,4,1344,1.5
3069,2000,106.502166,29.590679,9,963,1.1
3070,2006,106.511091,29.594998,4,172,0.7
3071,2014,106.499116,29.595127,4,2056,1.2
3072,2004,106.510619,29.596372,14,227,0.0
3073,2008,106.499116,29.595127,5,2142,0.0
3074,2010,106.50373,29.608701,4,1344,1.5
3075,2000,106.502166,29.590679,9,963,1.1
3076,2006,106.511091,29.594998,4,172,0.7
3077,2014,106.499116,29.595127,4,2056,1.2
3078,2004,106.510619,29.596372,14,227,0.0
3079,2008,106.499116,29.595127,5,2142,0.0
3080,2010,106.50373,29.608701,4,1344,1.5
3081,2000,106.502166,29.590679,9,963,1.1
3082,2006,106.511091,29.594998,4,172,0.7
3083,2014,106.499116,29.595127,4,2056,1.2
3084,2004,106.510619,29.596372,14,227,0.0
3085,2008,106.499116,29.595127,5,2142,0.0
3086,2010,106.50373,29.608701,4,1344,1.5
3087,1995,106.511086,29.582454,85,3989,0.6
3088,1995,106.511086,29.582454,85,3989,0.6
3089,1995,106.511086,29.582454,85,3989,0.6
3090,1995,106.518596,29.588595,13,1130,0.5
3091,2008,106.512281,29.588022,4,1244,0.0
3092,2003,106.518596,29.588595,4,483,0.9
3093,1997,106.518596,29.588595,8,1013,0.5
3094,2001,106.512281,29.588022,6,680,0.0
3095,1996,106.518596,29.588595,9,561,0.3
3096,1995,106.518596,29.588595,13,1130,0.5
3097,1996,106.518596,29.588595,3,324,0.3
3098,2003,106.518596,29.588595,4,483,0.9
3099,1998,106.518596,29.588595,10,626,0.5
3100,1999,106.516214,29.578442,4,264,0.8
3101,2001,106.512281,29.588022,6,680,0.0
3102,2000,106.512281,29.588022,2,264,0.5
3103,1996,106.518596,29.588595,3,324,0.3
3104,1998,106.518596,29.588595,10,626,0.5
3105,2012,106.502166,29.590679,1,192,1.8
3106,1995,106.518596,29.588595,11,1120,0.5
3107,1995,106.511086,29.582454,85,3989,0.6
3108,1995,106.511086,29.582454,85,3989,0.6
3109,1995,106.511086,29.582454,85,3989,0.6
3110,1995,106.511086,29.582454,85,3989,0.6
3111,1995,106.511086,29.582454,85,3989,0.6
3112,1995,106.511086,29.582454,85,3989,0.6
3113,1995,106.518596,29.588595,13,1130,0.5
3114,2008,106.512281,29.588022,4,1244,0.0
3115,2003,106.518596,29.588595,4,483,0.9
3116,1997,106.518596,29.588595,8,1013,0.5
3117,2001,106.512281,29.588022,6,680,0.0
3118,1996,106.518596,29.588595,9,561,0.3
3119,1995,106.518596,29.588595,13,1130,0.5
3120,1996,106.518596,29.588595,3,324,0.3
3121,2003,106.518596,29.588595,4,483,0.9
3122,1998,106.518596,29.588595,10,626,0.5
3123,1999,106.516214,29.578442,4,264,0.8
3124,2001,106.512281,29.588022,6,680,0.0
3125,2000,106.512281,29.588022,2,264,0.5
3126,1996,106.518596,29.588595,3,324,0.3
3127,1998,106.518596,29.588595,10,626,0.5
3128,2012,106.502166,29.590679,1,192,1.8
3129,1995,106.518596,29.588595,11,1120,0.5
3130,1995,106.511086,29.582454,85,3989,0.6
3131,1995,106.511086,29.582454,85,3989,0.6
3132,1995,106.511086,29.582454,85,3989,0.6
3133,1995,106.511086,29.582454,85,3989,0.6
3134,1995,106.511086,29.582454,85,3989,0.6
3135,1995,106.511086,29.582454,85,3989,0.6
3136,1995,106.518596,29.588595,13,1130,0.5
3137,2008,106.512281,29.588022,4,1244,0.0
3138,2003,106.518596,29.588595,4,483,0.9
3139,1997,106.518596,29.588595,8,1013,0.5
3140,2001,106.512281,29.588022,6,680,0.0
3141,1996,106.518596,29.588595,9,561,0.3
3142,1995,106.518596,29.588595,13,1130,0.5
3143,1996,106.518596,29.588595,3,324,0.3
3144,2003,106.518596,29.588595,4,483,0.9
3145,1998,106.518596,29.588595,10,626,0.5
3146,1999,106.516214,29.578442,4,264,0.8
3147,2001,106.512281,29.588022,6,680,0.0
3148,2000,106.512281,29.588022,2,264,0.5
3149,1996,106.518596,29.588595,3,324,0.3
3150,1998,106.518596,29.588595,10,626,0.5
3151,2012,106.502166,29.590679,1,192,1.8
3152,1995,106.518596,29.588595,11,1120,0.5
3153,1995,106.511086,29.582454,85,3989,0.6
3154,1995,106.511086,29.582454,85,3989,0.6
3155,1995,106.511086,29.582454,85,3989,0.6
3156,1995,106.511086,29.582454,85,3989,0.6
3157,1995,106.511086,29.582454,85,3989,0.6
3158,1995,106.511086,29.582454,85,3989,0.6
3159,1995,106.518596,29.588595,13,1130,0.5
3160,2008,106.512281,29.588022,4,1244,0.0
3161,2003,106.518596,29.588595,4,483,0.9
3162,1997,106.518596,29.588595,8,1013,0.5
3163,2001,106.512281,29.588022,6,680,0.0
3164,1996,106.518596,29.588595,9,561,0.3
3165,1995,106.518596,29.588595,13,1130,0.5
3166,1996,106.518596,29.588595,3,324,0.3
3167,2003,106.518596,29.588595,4,483,0.9
3168,1998,106.518596,29.588595,10,626,0.5
3169,1999,106.516214,29.578442,4,264,0.8
3170,2001,106.512281,29.588022,6,680,0.0
3171,2000,106.512281,29.588022,2,264,0.5
3172,1996,106.518596,29.588595,3,324,0.3
3173,1998,106.518596,29.588595,10,626,0.5
3174,2012,106.502166,29.590679,1,192,1.8
3175,1995,106.518596,29.588595,11,1120,0.5
3176,1995,106.511086,29.582454,85,3989,0.6
3177,1995,106.511086,29.582454,85,3989,0.6
3178,1995,106.511086,29.582454,85,3989,0.6
3179,1995,106.511086,29.582454,85,3989,0.6
3180,1995,106.511086,29.582454,85,3989,0.6
3181,1995,106.511086,29.582454,85,3989,0.6
3182,1995,106.518596,29.588595,13,1130,0.5
3183,2008,106.512281,29.588022,4,1244,0.0
3184,2003,106.518596,29.588595,4,483,0.9
3185,1997,106.518596,29.588595,8,1013,0.5
3186,2001,106.512281,29.588022,6,680,0.0
3187,1996,106.518596,29.588595,9,561,0.3
3188,1995,106.518596,29.588595,13,1130,0.5
3189,1996,106.518596,29.588595,3,324,0.3
3190,2003,106.518596,29.588595,4,483,0.9
3191,1998,106.518596,29.588595,10,626,0.5
3192,1999,106.516214,29.578442,4,264,0.8
3193,2001,106.512281,29.588022,6,680,0.0
3194,2000,106.512281,29.588022,2,264,0.5
3195,1996,106.518596,29.588595,3,324,0.3
3196,1998,106.518596,29.588595,10,626,0.5
3197,2012,106.502166,29.590679,1,192,1.8
3198,1995,106.518596,29.588595,11,1120,0.5
3199,1995,106.511086,29.582454,85,3989,0.6
3200,1995,106.511086,29.582454,85,3989,0.6
3201,1995,106.511086,29.582454,85,3989,0.6
3202,1995,106.511086,29.582454,85,3989,0.6
3203,1995,106.511086,29.582454,85,3989,0.6
3204,1995,106.511086,29.582454,85,3989,0.6
3205,1995,106.518596,29.588595,13,1130,0.5
3206,2008,106.512281,29.588022,4,1244,0.0
3207,2003,106.518596,29.588595,4,483,0.9
3208,1997,106.518596,29.588595,8,1013,0.5
3209,2001,106.512281,29.588022,6,680,0.0
3210,1996,106.518596,29.588595,9,561,0.3
3211,1995,106.518596,29.588595,13,1130,0.5
3212,1996,106.518596,29.588595,3,324,0.3
3213,2003,106.518596,29.588595,4,483,0.9
3214,1998,106.518596,29.588595,10,626,0.5
3215,1999,106.516214,29.578442,4,264,0.8
3216,2001,106.512281,29.588022,6,680,0.0
3217,2000,106.512281,29.588022,2,264,0.5
3218,1996,106.518596,29.588595,3,324,0.3
3219,1998,106.518596,29.588595,10,626,0.5
3220,2012,106.502166,29.590679,1,192,1.8
3221,1995,106.518596,29.588595,11,1120,0.5
3222,1995,106.511086,29.582454,85,3989,0.6
3223,1995,106.511086,29.582454,85,3989,0.6
3224,1995,106.511086,29.582454,85,3989,0.6
3225,1995,106.511086,29.582454,85,3989,0.6
3226,1995,106.511086,29.582454,85,3989,0.6
3227,1995,106.511086,29.582454,85,3989,0.6
3228,1995,106.518596,29.588595,13,1130,0.5
3229,2008,106.512281,29.588022,4,1244,0.0
3230,2003,106.518596,29.588595,4,483,0.9
3231,1997,106.518596,29.588595,8,1013,0.5
3232,2001,106.512281,29.588022,6,680,0.0
3233,1996,106.518596,29.588595,9,561,0.3
3234,1995,106.518596,29.588595,13,1130,0.5
3235,1996,106.518596,29.588595,3,324,0.3
3236,2003,106.518596,29.588595,4,483,0.9
3237,1998,106.518596,29.588595,10,626,0.5
3238,1999,106.516214,29.578442,4,264,0.8
3239,2001,106.512281,29.588022,6,680,0.0
3240,2000,106.512281,29.588022,2,264,0.5
3241,1996,106.518596,29.588595,3,324,0.3
3242,1998,106.518596,29.588595,10,626,0.5
3243,2012,106.502166,29.590679,1,192,1.8
3244,1995,106.518596,29.588595,11,1120,0.5
3245,1995,106.511086,29.582454,85,3989,0.6
3246,1995,106.511086,29.582454,85,3989,0.6
3247,1995,106.511086,29.582454,85,3989,0.6
3248,1995,106.511086,29.582454,85,3989,0.6
3249,1995,106.511086,29.582454,85,3989,0.6
3250,1995,106.511086,29.582454,85,3989,0.6
3251,1995,106.518596,29.588595,13,1130,0.5
3252,2008,106.512281,29.588022,4,1244,0.0
3253,2003,106.518596,29.588595,4,483,0.9
3254,1997,106.518596,29.588595,8,1013,0.5
3255,2001,106.512281,29.588022,6,680,0.0
3256,1996,106.518596,29.588595,9,561,0.3
3257,1995,106.518596,29.588595,13,1130,0.5
3258,1996,106.518596,29.588595,3,324,0.3
3259,2003,106.518596,29.588595,4,483,0.9
3260,1998,106.518596,29.588595,10,626,0.5
3261,1999,106.516214,29.578442,4,264,0.8
3262,2001,106.512281,29.588022,6,680,0.0
3263,2000,106.512281,29.588022,2,264,0.5
3264,1996,106.518596,29.588595,3,324,0.3
3265,1998,106.518596,29.588595,10,626,0.5
3266,2012,106.502166,29.590679,1,192,1.8
3267,1995,106.518596,29.588595,11,1120,0.5
3268,1995,106.511086,29.582454,85,3989,0.6
3269,1995,106.511086,29.582454,85,3989,0.6
3270,1995,106.511086,29.582454,85,3989,0.6
3271,1995,106.511086,29.582454,85,3989,0.6
3272,1995,106.511086,29.582454,85,3989,0.6
3273,1995,106.511086,29.582454,85,3989,0.6
3274,1995,106.518596,29.588595,13,1130,0.5
3275,2008,106.512281,29.588022,4,1244,0.0
3276,2003,106.518596,29.588595,4,483,0.9
3277,1997,106.518596,29.588595,8,1013,0.5
3278,2001,106.512281,29.588022,6,680,0.0
3279,1996,106.518596,29.588595,9,561,0.3
3280,1995,106.518596,29.588595,13,1130,0.5
3281,1996,106.518596,29.588595,3,324,0.3
3282,2003,106.518596,29.588595,4,483,0.9
3283,1998,106.518596,29.588595,10,626,0.5
3284,1999,106.516214,29.578442,4,264,0.8
3285,2001,106.512281,29.588022,6,680,0.0
3286,2000,106.512281,29.588022,2,264,0.5
3287,1996,106.518596,29.588595,3,324,0.3
3288,1998,106.518596,29.588595,10,626,0.5
3289,2012,106.502166,29.590679,1,192,1.8
3290,1995,106.518596,29.588595,11,1120,0.5
3291,1995,106.511086,29.582454,85,3989,0.6
3292,1995,106.511086,29.582454,85,3989,0.6
3293,1995,106.511086,29.582454,85,3989,0.6
3294,1995,106.511086,29.582454,85,3989,0.6
3295,1995,106.511086,29.582454,85,3989,0.6
3296,1995,106.511086,29.582454,85,3989,0.6
3297,1995,106.518596,29.588595,13,1130,0.5
3298,2008,106.512281,29.588022,4,1244,0.0
3299,2003,106.518596,29.588595,4,483,0.9
3300,1997,106.518596,29.588595,8,1013,0.5
3301,2001,106.512281,29.588022,6,680,0.0
3302,1996,106.518596,29.588595,9,561,0.3
3303,1995,106.518596,29.588595,13,1130,0.5
3304,1996,106.518596,29.588595,3,324,0.3
3305,2003,106.518596,29.588595,4,483,0.9
3306,1998,106.518596,29.588595,10,626,0.5
3307,1999,106.516214,29.578442,4,264,0.8
3308,2001,106.512281,29.588022,6,680,0.0
3309,2000,106.512281,29.588022,2,264,0.5
3310,1996,106.518596,29.588595,3,324,0.3
3311,1998,106.518596,29.588595,10,626,0.5
3312,2012,106.502166,29.590679,1,192,1.8
3313,1995,106.518596,29.588595,11,1120,0.5
3314,1995,106.511086,29.582454,85,3989,0.6
3315,1995,106.511086,29.582454,85,3989,0.6
3316,1995,106.511086,29.582454,85,3989,0.6
3317,1995,106.511086,29.582454,85,3989,0.6
3318,1995,106.511086,29.582454,85,3989,0.6
3319,1995,106.511086,29.582454,85,3989,0.6
3320,1995,106.518596,29.588595,13,1130,0.5
3321,2008,106.512281,29.588022,4,1244,0.0
3322,2003,106.518596,29.588595,4,483,0.9
3323,1997,106.518596,29.588595,8,1013,0.5
3324,2001,106.512281,29.588022,6,680,0.0
3325,1996,106.518596,29.588595,9,561,0.3
3326,1995,106.518596,29.588595,13,1130,0.5
3327,1996,106.518596,29.588595,3,324,0.3
3328,2003,106.518596,29.588595,4,483,0.9
3329,1998,106.518596,29.588595,10,626,0.5
3330,1999,106.516214,29.578442,4,264,0.8
3331,2001,106.512281,29.588022,6,680,0.0
3332,2000,106.512281,29.588022,2,264,0.5
3333,1996,106.518596,29.588595,3,324,0.3
3334,1998,106.518596,29.588595,10,626,0.5
3335,2012,106.502166,29.590679,1,192,1.8
3336,1995,106.518596,29.588595,11,1120,0.5
3337,1995,106.511086,29.582454,85,3989,0.6
3338,1995,106.511086,29.582454,85,3989,0.6
3339,1995,106.511086,29.582454,85,3989,0.6
3340,1995,106.511086,29.582454,85,3989,0.6
3341,1995,106.511086,29.582454,85,3989,0.6
3342,1995,106.511086,29.582454,85,3989,0.6
3343,1995,106.518596,29.588595,13,1130,0.5
3344,2008,106.512281,29.588022,4,1244,0.0
3345,2003,106.518596,29.588595,4,483,0.9
3346,1997,106.518596,29.588595,8,1013,0.5
3347,2001,106.512281,29.588022,6,680,0.0
3348,1996,106.518596,29.588595,9,561,0.3
3349,1995,106.518596,29.588595,13,1130,0.5
3350,1996,106.518596,29.588595,3,324,0.3
3351,2003,106.518596,29.588595,4,483,0.9
3352,1998,106.518596,29.588595,10,626,0.5
3353,1999,106.516214,29.578442,4,264,0.8
3354,2001,106.512281,29.588022,6,680,0.0
3355,2000,106.512281,29.588022,2,264,0.5
3356,1996,106.518596,29.588595,3,324,0.3
3357,1998,106.518596,29.588595,10,626,0.5
3358,2012,106.502166,29.590679,1,192,1.8
3359,1995,106.518596,29.588595,11,1120,0.5
3360,1995,106.511086,29.582454,85,3989,0.6
3361,1995,106.511086,29.582454,85,3989,0.6
3362,1995,106.511086,29.582454,85,3989,0.6
3363,2011,106.50373,29.608701,7,1738,1.8
3364,2005,106.506649,29.610467,6,852,1.4
3365,2011,106.50373,29.608701,7,1738,1.8
3366,2008,106.50373,29.608701,2,1170,1.9
3367,2008,106.50373,29.608701,2,1170,1.9
3368,2008,106.50373,29.608701,2,1170,1.9
3369,2008,106.50373,29.608701,2,1170,1.9
3370,2008,106.499557,29.609,13,1047,1.2
3371,2005,106.508526,29.608116,1,638,0.0
3372,2011,106.50373,29.608701,7,1738,1.8
3373,2011,106.50373,29.608701,7,1738,1.8
3374,2007,106.50373,29.608701,6,856,1.35
3375,2011,106.50373,29.608701,7,1738,1.8
3376,2008,106.50373,29.608701,2,1170,1.9
3377,2006,106.499557,29.609,3,558,1.4
3378,2005,106.508526,29.608116,1,638,0.0
3379,2005,106.508526,29.608116,1,638,0.0
3380,2008,106.50373,29.608701,2,1170,1.9
3381,2008,106.499557,29.609,13,1047,1.2
3382,2008,106.50373,29.608701,2,1170,1.9
3383,2008,106.50373,29.608701,2,1170,1.9
3384,2008,106.499557,29.609,13,1047,1.2
3385,2011,106.50373,29.608701,7,1738,1.8
3386,2008,106.50373,29.608701,2,1170,1.9
3387,2011,106.50373,29.608701,7,1738,1.8
3388,2005,106.506649,29.610467,6,852,1.4
3389,2011,106.50373,29.608701,7,1738,1.8
3390,2008,106.50373,29.608701,2,1170,1.9
3391,2008,106.50373,29.608701,2,1170,1.9
3392,2008,106.50373,29.608701,2,1170,1.9
3393,2008,106.50373,29.608701,2,1170,1.9
3394,2008,106.499557,29.609,13,1047,1.2
3395,2005,106.508526,29.608116,1,638,0.0
3396,2011,106.50373,29.608701,7,1738,1.8
3397,2011,106.50373,29.608701,7,1738,1.8
3398,2007,106.50373,29.608701,6,856,1.35
3399,2011,106.50373,29.608701,7,1738,1.8
3400,2008,106.50373,29.608701,2,1170,1.9
3401,2006,106.499557,29.609,3,558,1.4
3402,2005,106.508526,29.608116,1,638,0.0
3403,2005,106.508526,29.608116,1,638,0.0
3404,2008,106.50373,29.608701,2,1170,1.9
3405,2008,106.499557,29.609,13,1047,1.2
3406,2008,106.50373,29.608701,2,1170,1.9
3407,2008,106.50373,29.608701,2,1170,1.9
3408,2008,106.499557,29.609,13,1047,1.2
3409,2011,106.50373,29.608701,7,1738,1.8
3410,2008,106.50373,29.608701,2,1170,1.9
3411,2011,106.50373,29.608701,7,1738,1.8
3412,2005,106.506649,29.610467,6,852,1.4
3413,2011,106.50373,29.608701,7,1738,1.8
3414,2008,106.50373,29.608701,2,1170,1.9
3415,2008,106.50373,29.608701,2,1170,1.9
3416,2008,106.50373,29.608701,2,1170,1.9
3417,2008,106.50373,29.608701,2,1170,1.9
3418,2008,106.499557,29.609,13,1047,1.2
3419,2005,106.508526,29.608116,1,638,0.0
3420,2011,106.50373,29.608701,7,1738,1.8
3421,2011,106.50373,29.608701,7,1738,1.8
3422,2007,106.50373,29.608701,6,856,1.35
3423,2011,106.50373,29.608701,7,1738,1.8
3424,2008,106.50373,29.608701,2,1170,1.9
3425,2006,106.499557,29.609,3,558,1.4
3426,2005,106.508526,29.608116,1,638,0.0
3427,2005,106.508526,29.608116,1,638,0.0
3428,2008,106.50373,29.608701,2,1170,1.9
3429,2008,106.499557,29.609,13,1047,1.2
3430,2008,106.50373,29.608701,2,1170,1.9
3431,2008,106.50373,29.608701,2,1170,1.9
3432,2008,106.499557,29.609,13,1047,1.2
3433,2011,106.50373,29.608701,7,1738,1.8
3434,2008,106.50373,29.608701,2,1170,1.9
3435,2011,106.50373,29.608701,7,1738,1.8
3436,2005,106.506649,29.610467,6,852,1.4
3437,2011,106.50373,29.608701,7,1738,1.8
3438,2008,106.50373,29.608701,2,1170,1.9
3439,2008,106.50373,29.608701,2,1170,1.9
3440,2008,106.50373,29.608701,2,1170,1.9
3441,2008,106.50373,29.608701,2,1170,1.9
3442,2008,106.499557,29.609,13,1047,1.2
3443,2005,106.508526,29.608116,1,638,0.0
3444,2011,106.50373,29.608701,7,1738,1.8
3445,2011,106.50373,29.608701,7,1738,1.8
3446,2007,106.50373,29.608701,6,856,1.35
3447,2011,106.50373,29.608701,7,1738,1.8
3448,2008,106.50373,29.608701,2,1170,1.9
3449,2006,106.499557,29.609,3,558,1.4
3450,2005,106.508526,29.608116,1,638,0.0
3451,2005,106.508526,29.608116,1,638,0.0
3452,2008,106.50373,29.608701,2,1170,1.9
3453,2008,106.499557,29.609,13,1047,1.2
3454,2008,106.50373,29.608701,2,1170,1.9
3455,2008,106.50373,29.608701,2,1170,1.9
3456,2008,106.499557,29.609,13,1047,1.2
3457,2011,106.50373,29.608701,7,1738,1.8
3458,2008,106.50373,29.608701,2,1170,1.9
3459,2011,106.50373,29.608701,7,1738,1.8
3460,2005,106.506649,29.610467,6,852,1.4
3461,2011,106.50373,29.608701,7,1738,1.8
3462,2008,106.50373,29.608701,2,1170,1.9
3463,2008,106.50373,29.608701,2,1170,1.9
3464,2008,106.50373,29.608701,2,1170,1.9
3465,2008,106.50373,29.608701,2,1170,1.9
3466,2008,106.499557,29.609,13,1047,1.2
3467,2005,106.508526,29.608116,1,638,0.0
3468,2011,106.50373,29.608701,7,1738,1.8
3469,2011,106.50373,29.608701,7,1738,1.8
3470,2007,106.50373,29.608701,6,856,1.35
3471,2011,106.50373,29.608701,7,1738,1.8
3472,2008,106.50373,29.608701,2,1170,1.9
3473,2006,106.499557,29.609,3,558,1.4
3474,2005,106.508526,29.608116,1,638,0.0
3475,2005,106.508526,29.608116,1,638,0.0
3476,2008,106.50373,29.608701,2,1170,1.9
3477,2008,106.499557,29.609,13,1047,1.2
3478,2008,106.50373,29.608701,2,1170,1.9
3479,2008,106.50373,29.608701,2,1170,1.9
3480,2008,106.499557,29.609,13,1047,1.2
3481,2011,106.50373,29.608701,7,1738,1.8
3482,2008,106.50373,29.608701,2,1170,1.9
3483,2011,106.50373,29.608701,7,1738,1.8
3484,2005,106.506649,29.610467,6,852,1.4
3485,2011,106.50373,29.608701,7,1738,1.8
3486,2008,106.50373,29.608701,2,1170,1.9
3487,2008,106.50373,29.608701,2,1170,1.9
3488,2008,106.50373,29.608701,2,1170,1.9
3489,2008,106.50373,29.608701,2,1170,1.9
3490,2008,106.499557,29.609,13,1047,1.2
3491,2005,106.508526,29.608116,1,638,0.0
3492,2011,106.50373,29.608701,7,1738,1.8
3493,2011,106.50373,29.608701,7,1738,1.8
3494,2007,106.50373,29.608701,6,856,1.35
3495,2011,106.50373,29.608701,7,1738,1.8
3496,2008,106.50373,29.608701,2,1170,1.9
3497,2006,106.499557,29.609,3,558,1.4
3498,2005,106.508526,29.608116,1,638,0.0
3499,2005,106.508526,29.608116,1,638,0.0
3500,2008,106.50373,29.608701,2,1170,1.9
3501,2008,106.499557,29.609,13,1047,1.2
3502,2008,106.50373,29.608701,2,1170,1.9
3503,2008,106.50373,29.608701,2,1170,1.9
3504,2008,106.499557,29.609,13,1047,1.2
3505,2011,106.50373,29.608701,7,1738,1.8
3506,2008,106.50373,29.608701,2,1170,1.9
3507,2011,106.50373,29.608701,7,1738,1.8
3508,2005,106.506649,29.610467,6,852,1.4
3509,2011,106.50373,29.608701,7,1738,1.8
3510,2008,106.50373,29.608701,2,1170,1.9
3511,2008,106.50373,29.608701,2,1170,1.9
3512,2008,106.50373,29.608701,2,1170,1.9
3513,2008,106.50373,29.608701,2,1170,1.9
3514,2008,106.499557,29.609,13,1047,1.2
3515,2005,106.508526,29.608116,1,638,0.0
3516,2011,106.50373,29.608701,7,1738,1.8
3517,2011,106.50373,29.608701,7,1738,1.8
3518,2007,106.50373,29.608701,6,856,1.35
3519,2011,106.50373,29.608701,7,1738,1.8
3520,2008,106.50373,29.608701,2,1170,1.9
3521,2006,106.499557,29.609,3,558,1.4
3522,2005,106.508526,29.608116,1,638,0.0
3523,2005,106.508526,29.608116,1,638,0.0
3524,2008,106.50373,29.608701,2,1170,1.9
3525,2008,106.499557,29.609,13,1047,1.2
3526,2008,106.50373,29.608701,2,1170,1.9
3527,2008,106.50373,29.608701,2,1170,1.9
3528,2008,106.499557,29.609,13,1047,1.2
3529,2011,106.50373,29.608701,7,1738,1.8
3530,2008,106.50373,29.608701,2,1170,1.9
3531,2011,106.50373,29.608701,7,1738,1.8
3532,2005,106.506649,29.610467,6,852,1.4
3533,2011,106.50373,29.608701,7,1738,1.8
3534,2008,106.50373,29.608701,2,1170,1.9
3535,2008,106.50373,29.608701,2,1170,1.9
3536,2008,106.50373,29.608701,2,1170,1.9
3537,2008,106.50373,29.608701,2,1170,1.9
3538,2008,106.499557,29.609,13,1047,1.2
3539,2005,106.508526,29.608116,1,638,0.0
3540,2011,106.50373,29.608701,7,1738,1.8
3541,2011,106.50373,29.608701,7,1738,1.8
3542,2007,106.50373,29.608701,6,856,1.35
3543,2011,106.50373,29.608701,7,1738,1.8
3544,2008,106.50373,29.608701,2,1170,1.9
3545,2006,106.499557,29.609,3,558,1.4
3546,2005,106.508526,29.608116,1,638,0.0
3547,2005,106.508526,29.608116,1,638,0.0
3548,2008,106.50373,29.608701,2,1170,1.9
3549,2008,106.499557,29.609,13,1047,1.2
3550,2008,106.50373,29.608701,2,1170,1.9
3551,2008,106.50373,29.608701,2,1170,1.9
3552,2008,106.499557,29.609,13,1047,1.2
3553,2011,106.50373,29.608701,7,1738,1.8
3554,2008,106.50373,29.608701,2,1170,1.9
3555,0,106.505016,29.567392,9,896,0.0
